Bluetooth,Bộ nhớ trong,Camera sau,Camera trước,Chipset,Chất liệu,Cảm ứng,Dung lượng Pin,GPS,Ghi âm,Hệ điều hành,Hỗ trợ sạc tối đa,Hỗ trợ thẻ nhớ ngoài,Jack 3.5mm,Kích thước màn hình,Kích thước sản phẩm,Link,Loại SIM,Loại màn hình,Model,Màu sắc,Mạng 4G,Mạng 5G,Mở khóa nhanh,NFC,Name,Nhà sản xuất,Năm ra mắt ,Price,RAM,Radio,Thiết kế,Thời gian bảo hành,Tiện ích khác ĐTDĐ,Tần số quét màn hình,USB,WIFI,Xuất xứ,Đèn Flash,Địa điểm bảo hành,Độ phân giải màn hình,CPU,Chống nước,Khối lượng sản phẩm (gram),Loại pin,Phụ kiện trong hộp,Sạc kèm theo máy (W),Số khe SIM,Video,Độ sáng tối đa,Jack tai nghe,Khối lượng sản phẩm (kg),Loa ngoài,Mạng 3G,Màn hình tràn viền
v5.3,128GB,13MP (Chính) +2MP (Xóa phông),8MP,MediaTek Helio G35,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,,5000 mAh,"GPS, BDS, GLONASS, Galileo, và QZSS","Ghi âm mặc định, Ghi âm cuộc gọi",Android 12 (ColorOS 12.1),Sạc nhanh SuperVOOC 33W,"MicroSD, hỗ trợ tối đa 1 TB",Có,"6.56 """,164.4 x 75.7 x 8.4 mm,https://www.nguyenkim.com/dien-thoai-oppo-a57-4gb-128gb-vang.html,2 Nano SIM,IPS LCD,CPH2407- A57128GB,Vàng,Có,,"Mở khóa vân tay, Nhận diện khuôn mặt",,Điện thoại OPPO A57 4GB/128GB Vàng,OPPO,2022,3.490.000,4GB,,Nguyên khối,12 Tháng,,60 Hz,Type-C,Wi-Fi 802.11 a/b/g/n/ac,Trung Quốc,,Nguyễn Kim,HD+ ( 1612 x 720) pixels,,IPX4,,,,,,,,,0.187 kg,,,
v5.3,512GB,12MP + 12MP,10MP,Snapdragon® 8 Gen 2 dành cho Galaxy,Khung viền: Armor aluminum và mặt lưng Gorilla Glass Victus 2,Có,3700mAh,"GPS,Glonass,Beidou,Galileo,QZSS",Có,"Android 13, One UI 5.1.1",Sạc nhanh 25W,Không,Không,"Chính 6.7"". Phụ 3.4 """,Mở: 165.1 x 71.9 x 6.9 mm. Đóng: 85.1 x 71.9 x 15.1 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-z-flip-5-5g-8gb-512gb-xam.html,Nano-SIM and Esim,Chính: Dynamic AMOLED 2XPhụ: Super AMOLED,FLIP 5 512GB (SM-F731B),Xám,,Có,"Mở khoá khuôn mặt, Mở khoá vân tay cạnh viền",Có,Điện thoại Samsung Galaxy Z Flip 5 5G 8GB/512GB Xám,Samsung,2023,18.490.000,8GB,Không,"Nguyên khối, Màn hình gập",12 Tháng,Samsung Pay,120Hz,Type-C,"802.11 a/b/g/n/ac/ax 2.4G+5GHz+6GHz, HE160, MIMO, 1024-QAM",Việt Nam,Có,Nguyễn Kim,Chính 1080 x 2640 pixels. Phụ: 720 x 748 pixels,,IPx8,187g,,,,,UHD 4K (3840 x 2160)@60fps,,Không,,Có,,
v5.3,512GB,12MP + 12MP,10MP,Snapdragon® 8 Gen 2 dành cho Galaxy,Khung viền: Armor aluminum và mặt lưng Gorilla Glass Victus 2,Có,3700mAh,"GPS,Glonass,Beidou,Galileo,QZSS",Có,"Android 13, One UI 5.1.1",Sạc nhanh 25W,Không,Không,"Chính 6.7"". Phụ 3.4 """,Mở: 165.1 x 71.9 x 6.9 mm. Đóng: 85.1 x 71.9 x 15.1 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-z-flip-5-5g-8gb-512gb-kem.html,Nano-SIM and Esim,Chính: Dynamic AMOLED 2XPhụ: Super AMOLED,FLIP 5 512GB (SM-F731B),Kem,,Có,"Mở khoá khuôn mặt, Mở khoá vân tay cạnh viền",Có,Điện thoại Samsung Galaxy Z Flip 5 5G 8GB/512GB Kem,Samsung,2023,18.490.000,8GB,Không,"Nguyên khối, Màn hình gập",12 Tháng,Samsung Pay,120Hz,Type-C,"802.11 a/b/g/n/ac/ax 2.4G+5GHz+6GHz, HE160, MIMO, 1024-QAM",Việt Nam,Có,Nguyễn Kim,Chính 1080 x 2640 pixels. Phụ: 720 x 748 pixels,,IPx8,187g,,,,,UHD 4K (3840 x 2160)@60fps,,Không,,Có,,
v5.0,128 GB,"Chính 50 MP & Phụ 8 MP, 2 MP",13MP,Snapdragon 685 8 nhân,Đang cập nhật,,5000mAh,GPS; GLONASS; GALILEO,Có,Android 13,33 W,"MicroSD, hỗ trợ tối đa 1 TB",Có,"6.67 """,165.66 x 75.96 x 7.85 mm,https://www.nguyenkim.com/dien-thoai-xiaomi-redmi-note-12-4gb-128gb-xam.html,2 Nano Sim,AMOLED,REDMINOTE12(4+128),Xám,Hỗ trợ 4G,,Cảm biến vân tay; Nhận diện khuôn mặt,,Điện thoại Xiaomi Redmi Note 12 4GB/128GB Xám,Xiaomi,2023,3.990.000,4 GB,,Đang cập nhật,18 Tháng,,120 Hz,Type-C,Wi-Fi 802.11 a/b/g/n/ac; Dual-band (2.4 GHz/5 GHz),Trung Quốc,Đèn LED kép,Nguyễn Kim,Full HD+ (1080 x 2400) pixels,,IP53,,,,,,HD 720p@30fps; FullHD 1080p@30fps,,3.5mm,"0,1835 kg",,,
v5.3,256GB,50MP + 12MP + 10MP,Camera trước ở màn hình phụ: 10 MP. Camera ẩn dưới màn hình: 4 MP,Snapdragon® 8 Gen 2 dành cho Galaxy,Khung viền: Armor aluminum và mặt lưng Gorilla Glass Victus 2,Có,4400mAh,"GPS,Glonass,Beidou,Galileo,QZSS",Có,"Android 13, One UI 5.1.1",Sạc nhanh 25W,Không,Không,"Chính 7.6"". Phụ 6.2 """,Mở: 154.9 x 129.9 x 6.1 mm. Đóng: 154.9 x 67.1 x 13.4 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-z-fold-5-5g-12gb-256gb-kem.html,Nano-sim & E-sim,Dynamic AMOLED 2X,FOLD 5 256GB (SM-F946B),Kem,,Có,"Mở khoá khuôn mặt, Mở khoá vân tay cạnh viền",Có,Điện thoại Samsung Galaxy Z Fold 5 5G 12GB/256GB Kem,Samsung,2023,30.490.000,12GB,Không,"Nguyên khối, Màn hình gập",12 Tháng,Samsung Pay,120Hz,Type-C,"802.11 a/b/g/n/ac/ax 2.4G+5GHz+6GHz, HE160, MIMO, 1024-QAM",Việt Nam,Có,Nguyễn Kim,Chính 1812 x 2176 pixels. Phụ: 904 x 2316 pixels,,IPx8,253g,,,,,UHD 8K (7680 x 4320)@30fps,,Không,,Có,,
,128GB,"Góc siêu rộng 12MP, Góc rộng 12MP, Tele 8MP",32 MP,Exynos 2100,,,"4,500mAh; Hỗ trợ sạc siêu nhanh 25W",,,,,,,"6.4 """,155.7 x 74.5 x 7.9 mm,https://www.nguyenkim.com/dien-thoai-samsung-s21-fe-5g-8gb-128gb-xam.html,,"Dynamic AMOLED 2X, Tần số quét 120 Hz",SM-G990E/DS,Xám,Kết nối 5G,,,,Điện thoại Samsung S21 FE 5G 8GB/128GB Xám,Samsung,,10.290.000,8GB,,Nguyên khối,12 Tháng,,,,,Việt Nam,,Nguyễn Kim,Full HD+ (1080 x 2340) pixels,,"Kháng nước, kháng bụi IP68",,,,,,,,,,,,
Bluetooth 5.3,256GB,"Camera Chính 48MP, Camera Ultra Wide 12MP",12MP,Apple A16 Bionic,"Khung Nhôm, mặt trước Ceramic Shield, mặt sau Kính pha màu",,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, và BeiDou",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,Không,Không,"6.1 """,147.6 x 71.6 x 7.8 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-256gb-green.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15256GB,Xanh Lá,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 256GB Xanh Lá,iPhone,2023,24.990.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6 (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2556 x 1179 pixels,,IP68,171 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,Có,,
Bluetooth 5.0,128GB,13MP + 2MP,5MP,MediaTek Helio P35,Khung & Mặt lưng nhựa Polymer cao cấp,Cảm ứng điện dung đa điểm,5000mAh (TYP),"GPS, BeiDou, GLONASS, Galileo",Có,Funtouch OS 12 (Android 12),10 W,"Có, MicroSD",Có,"6.51 """,163.95 x 75.55 x 8.19 mm,https://www.nguyenkim.com/dien-thoai-vivo-y16-4gb-128gb-den.html,2 SIM 2 sóng (DSDS),IPS LCD,Y16 (V2204),Đen,Hỗ trợ 4G,,"Mở khóa bằng khuôn mặt, Mở khóa vân tay cạnh bên",,Điện thoại Vivo Y16 4GB/128GB Đen,Vivo,2022,3.490.000,4GB,Có,Nguyên khối,12 Tháng,,60 Hz,Type-C,2.4GHz/5GHz,Trung Quốc,Đèn Flash camera sau,Nguyễn Kim,(HD+) 1600 x 720 pixels,,IP52,,,,,2 SIM Nano + 1 Thẻ Nhớ Micro SD,MP4,,,,,,
"5.3, A2DP, LE, aptX HD",128 GB,"64MP, 32MP, 8MP",32MP,Mediatek Dimensity 7050 (6 nm),,Có,5000 mAh,"GPS, GLONASS, GALILEO, BDS, QZSS",Có,ColorOS 13.1 Android 13,SuperVOOC 67W,"MicroSD, hỗ trợ tối đa 1 TB",Không,"6.7 """,162.4 x 74.2 x 8 mm,https://www.nguyenkim.com/dien-thoai-oppo-reno10-5g-8gb-128gb-xanh.html,2 Nano SIM + MicroSD,AMOLED,RENO105G128GB (CPH2531),Xanh,,Hỗ trợ,"	Mở khóa bằng vân tay, Mở khóa bằng khuôn mặt",,Điện thoại OPPO Reno10 5G 8GB/128GB Xanh,OPPO,2023,9.490.000,8 GB,,Nguyên khối,12 Tháng,,120Hz,"USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac/6, Dual-band, Wi-Fi Direct",Trung Quốc,Có,Nguyễn Kim,Full HD+ (2412 x 1080) pixels,Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),,185 gram,,,,,"1080p@30fps, gyro-EIS",,,,,,
Bluetooth 5.3,128GB,"Chính 48MP, Phụ 12MP & 12MP",12MP,Apple A17 Pro,"Khung Titan, mặt trước Ceramic Shield, mặt sau Kính nhám",Màn hình luôn bật,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, BeiDou và NavIC",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,,,"6.1 """,146.6 x 70.6 x 8.25 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-pro-128gb-white-titanium.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15PRO128GB,Titan Trắng,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 Pro 128GB Titan Trắng,iPhone,2023,27.990.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6E (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2556 x 1179 pixels,Hexa-core (2x + 4x),IP68,187 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,,,
v5.3,256GB,"200MP, 12MP, 10MP, 10MP (Zoom quang học 3x và 10x, Zoom Kỹ thuật số lên tới 100x1)",12 MP,Snapdragon® 8 Gen 2 Mobile Platform,Khung nhôm & Mặt lưng kính cường lực,,5000mAh,Có,"Ghi âm mặc định, Ghi âm cuộc gọi","Android 13, One UI 5.1",45 W,,,"6.8 """,163.4 x 78.1 x 8.9 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-s23-ultra-8gb-256gb-xanh.html,Nano,Edge Quad HD+,S918,Xanh lục,,Kết nối 5G,"Mở khoá khuôn mặt, Mở khoá vân tay dưới màn hình",,Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB Xanh lục,Samsung,2023,22.990.000,8GB,,Nguyên khối,12 Tháng,,120 Hz,Type-C,"6 GHz, Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi Direct",Việt Nam,LED Flash,Nguyễn Kim,1440 x 3088 pixels,Octa-core (8 nhân),IP68,,,,,2,,,,,,,
Bluetooth® 4.2,32 GB,13 MP + 2 MP,5 MP,Unisoc SC9863A,,,4000mAh,GPS/AGPS,,Android 11 (Go Edition),10 W,,Có,"6.5 """,164.8 x 75.9 x 8.55 mm,https://www.nguyenkim.com/dien-thoai-nokia-c21-plus-2gb-32gb-xam.html,2 Nano SIM + 1 Micro SD,TFT LCD,NOKIAC21PLUS2/32,Xám Ánh Kim,Hỗ trợ 4G,,"Mở khóa bằng vân tay, Mở khóa bằng khuôn mặt",,Điện thoại Nokia C21 Plus 2GB/32GB Xám Ánh Kim,Nokia,2022,1.690.000,2 GB,,Nguyên khối,12 Tháng,,60 Hz,USB Micro (USB 2.0),WIFI 802.11 b/g/n,Trung Quốc,Có,Nguyễn Kim,HD+ (720 x 1600) pixels,,IP52,,,,,,,,,,,,
	Bluetooth v5.2,256 GB,	12 MP + 12 MP,	10 MP,	Snapdragon® 8+ Gen 1,,	Màn hình chính: Ultra Thin Glass - Màn hình phụ và mặt lưng: Gorilla Glass Victus+,	3700 mAh,"	GPS,Glonass,Beidou,Galileo,QZSS",Có,	OneUI 4 / Android 12,,,,"	Màn hình chính 6.7"" - Màn hình phụ 1.9 """,	Khi mở: 165.2 x 71.9 x 6.9 mm - Khi gập: 84.9 x 71.9 x 15.9-17.1 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-z-flip-4-5g-256gb-vang.html,	Nano-sim & E-sim,	Dynamic AMOLED 2X,F721,Vàng,	Hỗ trợ 5G,,	Mở khoá vân tay cạnh viền - Nhận diện khuôn mặt,,Điện thoại Samsung Galaxy Z Flip 4 5G 256GB Vàng,Samsung,2022,12.290.000,	8 GB,,	Nguyên khối - Màn hình gập,12 Tháng,"	Tính năng chụp đêm Nightography - Mắt Thần Bóng Đêm, Chế độ FlexCam, Zoom kỹ thuật số 10x, chụp hình xóa phông. Hỗ trợ kết nối Samsung Dex, NFC, OTG, Smart Switch.",,Type-C,"	802.11 a/b/g/n/ac/ax 2.4G+5GHz+6GHz, HE160, MIMO, 1024-QAM",Việt Nam,Có,Nguyễn Kim,	Màn hình chính: (FHD+) 2640 x 1080 pixels - Màn hình phụ: 260 x 512 pixels,"	3.18GHz,2.7GHz,2GHz - GPU: Qualcomm® Adreno™",	IPx8,,,,,,	UHD 4K (3840 x 2160)@60fps,,,0.187 kg,,,
v5.3,256GB,"200MP, 12MP, 10MP, 10MP (Zoom quang học 3x và 10x, Zoom Kỹ thuật số lên tới 100x1)",12 MP,Snapdragon® 8 Gen 2 Mobile Platform,Khung nhôm & Mặt lưng kính cường lực,,5000mAh,Có,"Ghi âm mặc định, Ghi âm cuộc gọi","Android 13, One UI 5.1",45 W,,,"6.8 """,163.4 x 78.1 x 8.9 mm,https://www.nguyenkim.com/dien-thoai-samsung-galaxy-s23-ultra-8gb-256gb-kem.html,Nano,Edge Quad HD+,S918,Kem,,Kết nối 5G,"Mở khoá khuôn mặt, Mở khoá vân tay dưới màn hình",,Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB Kem,Samsung,2023,22.990.000,8GB,,Nguyên khối,12 Tháng,,120 Hz,Type-C,"6 GHz, Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi Direct",Việt Nam,LED Flash,Nguyễn Kim,1440 x 3088 pixels,Octa-core (8 nhân),IP68,,,,,2,,,,,,,
Bluetooth 5.2,256 GB,"Chính 64MP, Phụ 2MP",8MP,MediaTek Helio G88,Khung & Mặt lưng nhựa,,5000mAh,GPS / GLONASS / GALILEO / Beidou,Có,"Android 13, Realme UI 4.0",Sạc nhanh SuperVOOC 33W,"MicroSD, hỗ trợ tối đa 1 TB",Có,"6.72 """,165.6 x 75.9 x 7.89 mm,https://www.nguyenkim.com/dien-thoai-realme-c55-8gb-256gb-den.html,2 Nano SIM,IPS LCD,RMX3710,Đen trời đêm,,,Mở khoá vân tay cạnh viền,,Điện thoại Realme C55 8GB/256GB Đen trời đêm,Realme,2023,5.190.000,8 GB,,Nguyên khối,12 Tháng,,90 Hz,Type-C,2.4/5GHz,Trung Quốc,Có,Nguyễn Kim,Full HD+ (1080 x 2400) pixels,"Lõi tám nhân, 12nm, lên đến 2.0GHz",,,,,,,1080P/60fps,,3.5 mm,"0,1895 kg",,,
Bluetooth 5.3,1TB,"Chính 48MP, Phụ 12MP & 12MP",12MP,Apple A17 Pro,"Khung Titan, mặt trước Ceramic Shield, mặt sau Kính nhám",Màn hình luôn bật,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, BeiDou và NavIC",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,,,"6.7 """,159.9 x 76.7 x 8.25 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-pro-max-1tb-black-titanium.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15PROMAX1TB,Titan Đen,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 Pro Max 1TB Titan Đen,iPhone,2023,45.490.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6E (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2796 x 1290 pixels,Hexa-core (2x + 4x),IP68,221 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,,,
v5.3,256 GB,"100MP, 2MP, 2MP",32 MP,MediaTek Helio G99,Khung hợp kim & Mặt lưng thuỷ tinh hữu cơ,,5000mAh,"GPS, GALILEO, BEIDOU, GALILEO, QZSS","Ghi âm mặc định, Ghi âm cuộc gọi",Android 13,Sạc siêu nhanh SuperVOOC 33 W,"Có, MicroSD",Có,"6.4 """,160.8 x 73.84 x 7.85 mm,https://www.nguyenkim.com/dien-thoai-oppo-reno8-t-8gb-256gb-den.html,Nano,AMOLED,RENO8T (CPH2481),Đen,Hỗ trợ 4G,,"Mở khoá khuôn mặt, Mở khoá vân tay dưới màn hình",,Điện thoại OPPO Reno8 T 8GB/256GB Đen,OPPO,2023,6.990.000,8GB,,Nguyên khối,12 Tháng,,90 Hz,Type-C,"Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi hotspot",Trung Quốc,LED Flash,Nguyễn Kim,Full HD+ (1080 x 2400) pixels,,IP54,,,,,2,,,3.5mm,,,,
Bluetooth 5.3,256GB,"Camera Chính 48MP, Camera Ultra Wide 12MP",12MP,Apple A16 Bionic,"Khung Nhôm, mặt trước Ceramic Shield, mặt sau Kính pha màu",,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, và BeiDou",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,Không,Không,"6.1 """,147.6 x 71.6 x 7.8 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-256gb-blue.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15256GB,Xanh Dương,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 256GB Xanh Dương,iPhone,2023,24.990.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6 (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2556 x 1179 pixels,,IP68,171 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,Có,,
Bluetooth 5.3,128GB,"Camera Chính 48MP, Camera Ultra Wide 12MP",12MP,Apple A16 Bionic,"Khung Nhôm, mặt trước Ceramic Shield, mặt sau Kính pha màu",,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, và BeiDou",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,Không,Không,"6.7 """,160.9 x 77.8 x 7.8 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-plus-128gb-blue.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15PLUS128GB,Xanh Dương,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 Plus 128GB Xanh Dương,iPhone,2023,25.490.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6 (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2796 x 1290 pixels,,IP68,201 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,Có,,
Bluetooth 5.2,128GB,64MP AF + 8MP (Góc siêu rộng) + 2MP (Siêu cận),50MP,MediaTek Helio G96,Thân máy chất liệu Kính,Cảm ứng điện dung đa điểm,4050mAh (TYP),Hỗ trợ,Hỗ trợ,Funtouch OS 12 (Tùy biến trên Android 11),Sạc Siêu Tốc 44W (11V/4A),"MicroSD, hỗ trợ tối đa 1 TB",,"6.44 """,160.87 x 74.28 x 7.41 mm,https://www.nguyenkim.com/dien-thoai-vivo-v23e-8gb-128gb-den.html,1 Nano SIM + 1 Nano SIM / 1 thẻ nhớ Micro SD,AMOLED,V23e (V2116),Đen,Có,,Mở khoá vân tay dưới màn hình,Không hỗ trợ,Điện thoại Vivo V23e 8GB/128GB Đen,Vivo,2021,4.990.000,8GB,,Nguyên khối,12 Tháng,,60 Hz,Type-C,"2.4GHz, 5GHz",Trung Quốc,Đèn Flash camera sau,Nguyễn Kim,FHD+ 2400×1080 pixels,,,,,,,,,,,,,,
v5.0,64 GB,12 MP - 12 MP,12 MP,Apple A13 Bionic,Khung nhôm & Mặt lưng kính cường lực,,3110 mAh,"GPS, BeiDou, GLONASS",Ghi âm có microphone chuyên dụng chống ồn,iOS 13,18 W,,,"6.1 """,150.9 x 75.7x 8.3 mm,https://www.nguyenkim.com/dien-thoai-iphone-11-64gb-den-vi-3.html,1 Nano SIM & 1 eSIM,IPS LCD,IPHONE1164GB,Đen,Hỗ trợ 4G,,Mở khoá khuôn mặt Face ID,,Điện thoại iPhone 11 64GB Đen,iPhone,2019,12.990.000,4 GB,,Nguyên khối,12 Tháng,,60 Hz,Lightning,Wi-Fi 802.11 a/b/g/n/ac/ax,Trung Quốc,Có,Nguyễn Kim,828 x 1792 pixels,,IP68,,,,,,"4K tốc độ 24 fps, 30 fps, hoặc 60 fps",,Lightning,,,,
Bluetooth 4.2,32 GB,"13 MP, 2 MP, 2 MP",5 MP,Unisoc 9863A1,Khung & Mặt lưng nhựa Polycarbonate,,5050 mAh,GPS/AGPS,Hỗ trợ,Android 12,10 W,"MicroSD, Hổ trợ thẻ nhớ tối đa 256 GB",Có,"6.7 """,169.2 x 77.98x 8.6 mm,https://www.nguyenkim.com/dien-thoai-nokia-c31-3gb-32gb-xanh-thien-thanh.html,,,NOKIAC31,Xanh thiên thanh,Hỗ trợ 4G,,"Mở khóa bằng vân tay , Mở khóa bằng khuôn mặt",,Điện thoại Nokia C31 3GB/32GB Xanh thiên thanh,Nokia,10/2022,2.190.000,3 GB,Có,Nguyên khối,12 Tháng,,60 Hz,Micro USB (USB2.0),WIFI 802.11 b/g/n,Trung Quốc,Có,Nguyễn Kim,HD+ (1600 x 720) pixels,,IP52,,,,,2 nanoSIM,,,,,,,
,,,,,,,,,,,,,,,,https://www.nguyenkim.com/dien-thoai-iphone-12-256gb-trang-vi-3.html,,,,,,,,,Điện thoại iPhone 12 256GB Trắng,,,19.990.000,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluetooth 5.3,512GB,"Chính 48MP, Phụ 12MP & 12MP",12MP,Apple A17 Pro,"Khung Titan, mặt trước Ceramic Shield, mặt sau Kính nhám",Màn hình luôn bật,Đang cập nhật,"GPS, GLONASS, Galileo, QZSS, BeiDou và NavIC",,iOS 17,Sạc lên đến 50% trong vòng 30 phút với bộ tiếp hợp nguồn 20W trở lên,,,"6.1 """,146.6 x 70.6 x 8.25 mm,https://www.nguyenkim.com/dien-thoai-iphone-15-pro-512gb-blue-titanium.html,nano-SIM và eSIM,"OLED, Super Retina XDR",IPHONE15PRO512GB,Titan Xanh,,Hỗ trợ,Camera TrueDepth hỗ trợ nhận diện khuôn mặt Face ID,Hỗ trợ,Điện thoại iPhone 15 Pro 512GB Titan Xanh,iPhone,2023,35.990.000,,,Nguyên khối,12 Tháng,"Dynamic Island, lớp phủ kháng dầu chống in dấu vân tay, hỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự",,USB-C,Wi‑Fi 6E (802.11ax) với 2x2 MIMO,Trung Quốc,Có,Nguyễn Kim,2556 x 1179 pixels,Hexa-core (2x + 4x),IP68,187 gram,Tích hợp pin sạc lithium-ion,"Cáp Sạc USB-C (1m), tài liệu",Không,1,Quay video 4K,Tối đa 2000 nit,,,,,
,128 MB,,,Unisoc T107,Khung & Mặt lưng nhựa,,1020 mAh,,,Series 30+,2.75 W,,Có,"1.8 """,121x50x14.5 mm,https://www.nguyenkim.com/dien-thoai-nokia-105-4g-den.html,2 Nano SIM,TFT LCD,NOKIA1054GDS,Đen,Có hỗ trợ,,,,Điện thoại Nokia 105 4G Đen,Nokia,2021,620.000,48 MB,,Pin rời,12 Tháng,,,Micro USB,,Trung Quốc,,Nguyễn Kim,QQVGA (120 x 160) pixels,,,,,,,,,,,,,,
